Time, Latitude(DD), Longitude(DD), Latitude(m), Longitude(m), Altitude(m), Roll(deg), Pitch(deg), Yaw(deg)
1508313361.000000, 48.237928, 16.331793, 5343603.000000, 598887.125000, 262.700012, -0.323081, -1.038590, -63.128380
1508313362.000000, 48.237932, 16.331790, 5343603.000000, 598886.875000, 263.100006, -0.350484, -1.041033, -63.308910
1508313363.000000, 48.237930, 16.331782, 5343603.000000, 598886.250000, 263.600006, -0.336262, -1.087141, -63.386414
1508313364.000000, 48.237930, 16.331782, 5343603.000000, 598886.250000, 263.700012, -0.341344, -1.076169, -63.335888
1508313365.000000, 48.237933, 16.331787, 5343603.500000, 598886.625000, 263.799988, -0.340883, -1.062054, -63.334579
1508313366.000000, 48.237935, 16.331780, 5343603.500000, 598886.125000, 263.899994, -0.366613, -1.052625, -63.320801
1508313367.000000, 48.237933, 16.331770, 5343603.500000, 598885.375000, 264.200012, -0.378878, -1.053511, -63.327019
1508313368.000000, 48.237938, 16.331763, 5343604.000000, 598884.875000, 264.200012, -0.392913, -1.074325, -63.128521
1508313369.000000, 48.237943, 16.331762, 5343604.500000, 598884.750000, 264.500000, -0.343467, -1.090914, -63.130905
1508313370.000000, 48.237950, 16.331757, 5343605.000000, 598884.375000, 264.799988, -0.365905, -1.051012, -63.131031
1508313371.000000, 48.237953, 16.331753, 5343605.500000, 598884.125000, 265.100006, -0.306013, -1.095441, -63.170563
1508313372.000000, 48.237952, 16.331750, 5343605.500000, 598883.875000, 265.200012, -0.318913, -1.048336, -63.239525
1508313373.000000, 48.237953, 16.331738, 5343605.500000, 598883.000000, 265.299988, -0.345814, -1.043005, -63.325237
1508313374.000000, 48.237953, 16.331735, 5343605.500000, 598882.750000, 265.500000, -0.412761, -1.026782, -63.251457
1508313375.000000, 48.237955, 16.331727, 5343605.500000, 598882.125000, 265.700012, -0.358310, -1.087976, -63.181698
1508313376.000000, 48.237965, 16.331735, 5343607.000000, 598882.750000, 265.899994, -0.307423, -1.070888, -63.378769
1508313377.000000, 48.237970, 16.331732, 5343607.500000, 598882.500000, 266.200012, -0.333201, -1.067015, -63.474842
1508313378.000000, 48.237972, 16.331725, 5343607.500000, 598882.000000, 266.500000, -0.372328, -1.063445, -63.396786
1508313379.000000, 48.237972, 16.331722, 5343607.500000, 598881.750000, 266.700012, -0.381070, -1.031166, -63.186428
1508313380.000000, 48.237978, 16.331718, 5343608.500000, 598881.500000, 267.000000, -0.318290, -1.078799, -63.474163
1508313381.000000, 48.237978, 16.331722, 5343608.500000, 598881.750000, 267.299988, -0.368804, -1.045998, -63.238369
1508313382.000000, 48.237982, 16.331723, 5343608.500000, 598881.812500, 267.600006, -0.380313, -1.063165, -63.140228
1508313383.000000, 48.237975, 16.331718, 5343608.000000, 598881.500000, 268.100006, -0.339983, -1.084931, -63.318161
1508313384.000000, 48.237970, 16.331720, 5343607.500000, 598881.625000, 268.500000, -0.341833, -1.064490, -63.438160
1508313385.000000, 48.237963, 16.331710, 5343606.500000, 598880.875000, 268.899994, -0.331948, -1.116756, -63.384739
1508313386.000000, 48.237965, 16.331710, 5343607.000000, 598880.875000, 269.100006, -0.335113, -1.056944, -63.224606
1508313387.000000, 48.237967, 16.331718, 5343607.000000, 598881.500000, 269.500000, -0.313399, -1.067963, -63.365082
1508313388.000000, 48.237968, 16.331720, 5343607.000000, 598881.625000, 269.700012, -0.314964, -1.107549, -63.240875
1508313389.000000, 48.237968, 16.331717, 5343607.000000, 598881.375000, 270.000000, -0.327204, -1.090883, -63.395294
1508313390.000000, 48.237970, 16.331715, 5343607.500000, 598881.250000, 270.299988, -0.333034, -1.046142, -63.205608
1508313391.000000, 48.237965, 16.331708, 5343607.000000, 598880.750000, 270.500000, -0.398764, -1.083597, -63.329945
1508313392.000000, 48.237963, 16.331707, 5343606.500000, 598880.625000, 270.700012, -0.324684, -1.069270, -63.417515
1508313393.000000, 48.237962, 16.331710, 5343606.500000, 598880.875000, 271.000000, -0.261764, -1.094077, -63.552479
1508313394.000000, 48.237968, 16.331712, 5343607.000000, 598881.000000, 271.100006, -0.387053, -1.075561, -63.147472
1508313395.000000, 48.237970, 16.331715, 5343607.500000, 598881.250000, 271.100006, -0.344155, -1.071312, -63.317665
1508313396.000000, 48.237967, 16.331720, 5343607.000000, 598881.625000, 271.100006, -0.363556, -1.043510, -63.150837
1508313397.000000, 48.237963, 16.331713, 5343606.500000, 598881.125000, 271.200012, -0.378020, -1.059187, -63.128445
1508313398.000000, 48.237967, 16.331713, 5343607.000000, 598881.125000, 271.100006, -0.367479, -1.066875, -63.148460
1508313399.000000, 48.237965, 16.331713, 5343607.000000, 598881.125000, 271.100006, -0.358517, -1.092269, -63.318180
1508313400.000000, 48.237965, 16.331708, 5343607.000000, 598880.750000, 271.200012, -0.338118, -1.035994, -63.340069
1508313401.000000, 48.237967, 16.331715, 5343607.000000, 598881.250000, 271.299988, -0.377311, -1.072114, -63.152706
1508313402.000000, 48.237965, 16.331715, 5343607.000000, 598881.250000, 271.399994, -0.379751, -1.023893, -63.128231
1508313403.000000, 48.237967, 16.331715, 5343607.000000, 598881.250000, 271.500000, -0.365804, -1.051188, -63.136684
1508313404.000000, 48.237960, 16.331713, 5343606.500000, 598881.125000, 271.700012, -0.336534, -1.057905, -63.120205
1508313405.000000, 48.237958, 16.331712, 5343606.000000, 598881.000000, 271.899994, -0.370285, -1.062585, -63.323311
1508313406.000000, 48.237957, 16.331710, 5343606.000000, 598880.875000, 271.899994, -0.372439, -1.034235, -63.123566
1508313407.000000, 48.237953, 16.331712, 5343605.500000, 598881.000000, 272.000000, -0.396136, -1.062269, -63.335030
1508313408.000000, 48.237950, 16.331713, 5343605.000000, 598881.125000, 272.399994, -0.361733, -1.074236, -63.180614
1508313409.000000, 48.237947, 16.331718, 5343605.000000, 598881.562500, 272.700012, -0.394702, -1.047265, -63.142601
1508313410.000000, 48.237937, 16.331720, 5343603.500000, 598881.687500, 272.899994, -0.334344, -1.062342, -63.387424
1508313411.000000, 48.237930, 16.331732, 5343603.000000, 598882.562500, 273.100006, -0.304468, -1.097730, -63.486431
1508313412.000000, 48.237928, 16.331737, 5343603.000000, 598882.937500, 273.600006, -0.362092, -1.003691, -63.122753
1508313413.000000, 48.237928, 16.331747, 5343603.000000, 598883.687500, 273.799988, -0.324537, -1.086556, -63.182774
1508313414.000000, 48.237932, 16.331753, 5343603.000000, 598884.187500, 274.100006, -0.378873, -1.054712, -63.126366
1508313415.000000, 48.237925, 16.331750, 5343602.500000, 598883.937500, 274.600006, -0.378235, -1.044322, -63.125961
1508313416.000000, 48.237923, 16.331747, 5343602.000000, 598883.687500, 275.000000, -0.331533, -1.032035, -63.322235
1508313417.000000, 48.237917, 16.331743, 5343601.500000, 598883.437500, 275.700012, -0.363251, -1.118238, -63.383289
1508313418.000000, 48.237900, 16.331740, 5343599.500000, 598883.250000, 276.700012, -0.325208, -1.045569, -63.325768
1508313419.000000, 48.237885, 16.331742, 5343598.000000, 598883.375000, 277.600006, -0.348593, -1.084908, -63.326824
1508313420.000000, 48.237870, 16.331733, 5343596.500000, 598882.812500, 278.600006, -0.381938, -1.059608, -63.342743
1508313421.000000, 48.237857, 16.331725, 5343595.000000, 598882.187500, 279.100006, -0.412359, -1.029066, -63.149261
1508313422.000000, 48.237847, 16.331723, 5343593.500000, 598882.125000, 279.799988, -0.348711, -1.054658, -63.316822
1508313423.000000, 48.237842, 16.331717, 5343593.000000, 598881.625000, 280.200012, -0.355136, -1.103937, -63.427704
1508313424.000000, 48.237828, 16.331708, 5343591.500000, 598881.000000, 280.899994, -0.277186, -1.074910, -63.549305
1508313425.000000, 48.237822, 16.331707, 5343591.000000, 598880.937500, 281.600006, -0.423299, -1.089260, -63.344959
1508313426.000000, 48.237812, 16.331708, 5343590.000000, 598881.062500, 282.000000, -0.368612, -1.090483, -63.393200
1508313427.000000, 48.237803, 16.331705, 5343589.000000, 598880.812500, 282.399994, -0.338017, -1.062084, -63.193268
1508313428.000000, 48.237802, 16.331710, 5343588.500000, 598881.187500, 282.700012, -0.352524, -1.074203, -63.121105
1508313429.000000, 48.237793, 16.331708, 5343587.500000, 598881.062500, 282.700012, -0.362236, -1.083663, -63.385216
1508313430.000000, 48.237783, 16.331715, 5343586.500000, 598881.625000, 282.700012, -0.346363, -1.066353, -63.394756
1508313431.000000, 48.237782, 16.331722, 5343586.500000, 598882.125000, 282.600006, -0.317679, -1.071352, -63.442532
1508313432.000000, 48.237782, 16.331728, 5343586.500000, 598882.625000, 282.600006, -0.372403, -1.066282, -63.327618
1508313433.000000, 48.237780, 16.331727, 5343586.500000, 598882.500000, 282.399994, -0.392233, -1.047517, -63.325954
1508313434.000000, 48.237787, 16.331735, 5343587.000000, 598883.062500, 282.500000, -0.360775, -1.052854, -63.325058
1508313435.000000, 48.237788, 16.331735, 5343587.000000, 598883.062500, 282.700012, -0.408374, -1.080509, -63.332127
1508313436.000000, 48.237788, 16.331738, 5343587.000000, 598883.312500, 282.799988, -0.380457, -1.046562, -63.328262
1508313437.000000, 48.237792, 16.331738, 5343587.500000, 598883.312500, 282.700012, -0.371423, -1.065841, -63.126736
1508313438.000000, 48.237797, 16.331738, 5343588.000000, 598883.312500, 282.799988, -0.351548, -1.085458, -63.251045
1508313439.000000, 48.237802, 16.331743, 5343588.500000, 598883.687500, 283.100006, -0.386312, -1.057466, -63.330311
1508313440.000000, 48.237805, 16.331752, 5343589.000000, 598884.312500, 283.200012, -0.402961, -1.034641, -63.151142
1508313441.000000, 48.237812, 16.331763, 5343590.000000, 598885.125000, 283.399994, -0.353106, -1.090588, -63.444195
1508313442.000000, 48.237813, 16.331775, 5343590.000000, 598886.000000, 283.399994, -0.341916, -1.053080, -63.369564
1508313443.000000, 48.237813, 16.331785, 5343590.000000, 598886.750000, 283.500000, -0.409977, -1.072090, -63.126209
1508313444.000000, 48.237813, 16.331790, 5343590.000000, 598887.125000, 283.500000, -0.314138, -1.097465, -63.497036
1508313445.000000, 48.237808, 16.331788, 5343589.500000, 598887.000000, 283.600006, -0.447325, -1.061495, -63.352787
1508313446.000000, 48.237805, 16.331787, 5343589.000000, 598886.875000, 283.799988, -0.385410, -1.035208, -63.328278
1508313447.000000, 48.237802, 16.331782, 5343589.000000, 598886.500000, 284.100006, -0.380503, -1.062903, -63.373993
1508313448.000000, 48.237795, 16.331778, 5343588.000000, 598886.250000, 284.500000, -0.363238, -1.064173, -63.344654
1508313449.000000, 48.237795, 16.331782, 5343588.000000, 598886.500000, 284.700012, -0.413983, -1.079793, -63.218086
1508313450.000000, 48.237797, 16.331778, 5343588.000000, 598886.250000, 285.000000, -0.424760, -1.064262, -63.161736
1508313451.000000, 48.237800, 16.331778, 5343588.500000, 598886.250000, 285.000000, -0.374418, -1.063465, -63.235294
1508313452.000000, 48.237807, 16.331778, 5343589.500000, 598886.250000, 285.200012, -0.364686, -1.063892, -63.131779
1508313453.000000, 48.237808, 16.331778, 5343589.500000, 598886.250000, 285.399994, -0.410126, -1.059511, -63.375484
1508313454.000000, 48.237805, 16.331777, 5343589.000000, 598886.125000, 285.500000, -0.333637, -1.009244, -63.327030
1508313455.000000, 48.237800, 16.331773, 5343588.500000, 598885.875000, 285.600006, -0.310867, -1.076979, -63.509918
1508313456.000000, 48.237803, 16.331778, 5343589.000000, 598886.250000, 285.600006, -0.368888, -1.042957, -63.379826
1508313457.000000, 48.237807, 16.331777, 5343589.500000, 598886.125000, 285.500000, -0.376123, -0.959857, -63.350422
1508313458.000000, 48.237807, 16.331778, 5343589.500000, 598886.250000, 285.600006, -0.373667, -1.051705, -63.139141
1508313459.000000, 48.237812, 16.331778, 5343590.000000, 598886.250000, 285.600006, -0.352716, -1.030248, -63.287983
1508313460.000000, 48.237808, 16.331772, 5343589.500000, 598885.750000, 285.799988, -0.345903, -1.057851, -63.384533
1508313461.000000, 48.237813, 16.331778, 5343590.000000, 598886.250000, 285.899994, -0.363623, -1.081665, -63.386047
1508313462.000000, 48.237822, 16.331785, 5343591.000000, 598886.750000, 286.200012, -0.366857, -1.063016, -63.383598
1508313463.000000, 48.237822, 16.331778, 5343591.000000, 598886.250000, 286.600006, -0.332934, -1.061287, -63.379391
1508313464.000000, 48.237825, 16.331772, 5343591.500000, 598885.750000, 287.100006, -0.360127, -1.011686, -63.120350
1508313465.000000, 48.237832, 16.331765, 5343592.000000, 598885.250000, 287.700012, -0.377514, -1.020132, -63.135960
1508313466.000000, 48.237838, 16.331765, 5343593.000000, 598885.187500, 288.000000, -0.379206, -1.021534, -63.323357
1508313467.000000, 48.237838, 16.331767, 5343593.000000, 598885.312500, 288.500000, -0.388112, -1.042908, -63.351048
1508313468.000000, 48.237838, 16.331770, 5343593.000000, 598885.562500, 288.799988, -0.349492, -1.020949, -63.138378
1508313469.000000, 48.237838, 16.331768, 5343593.000000, 598885.437500, 289.200012, -0.372502, -1.061015, -63.196609
1508313470.000000, 48.237840, 16.331770, 5343593.000000, 598885.562500, 289.600006, -0.349750, -1.054247, -63.182617
1508313471.000000, 48.237847, 16.331782, 5343594.000000, 598886.437500, 289.899994, -0.410608, -1.050413, -63.156971
1508313472.000000, 48.237845, 16.331783, 5343593.500000, 598886.562500, 290.600006, -0.395805, -1.019554, -63.136890
1508313473.000000, 48.237848, 16.331795, 5343594.000000, 598887.437500, 291.100006, -0.368978, -1.081716, -63.334217
1508313474.000000, 48.237847, 16.331793, 5343594.000000, 598887.312500, 291.500000, -0.371977, -0.983343, -63.331688
1508313475.000000, 48.237843, 16.331787, 5343593.500000, 598886.812500, 292.100006, -0.424246, -1.038999, -63.149899
1508313476.000000, 48.237847, 16.331795, 5343594.000000, 598887.437500, 292.799988, -0.410612, -1.030132, -63.138950
1508313477.000000, 48.237833, 16.331790, 5343592.500000, 598887.062500, 293.200012, -0.372079, -1.044160, -63.151005
1508313478.000000, 48.237823, 16.331785, 5343591.000000, 598886.750000, 294.000000, -0.355033, -1.033985, -63.349106
1508313479.000000, 48.237818, 16.331783, 5343590.500000, 598886.625000, 294.399994, -0.398082, -1.038874, -63.145023
1508313480.000000, 48.237810, 16.331780, 5343589.500000, 598886.375000, 295.000000, -0.354828, -1.026635, -63.143932
1508313481.000000, 48.237802, 16.331777, 5343589.000000, 598886.125000, 295.700012, -0.366353, -1.065613, -63.329250
1508313482.000000, 48.237793, 16.331772, 5343588.000000, 598885.812500, 296.200012, -0.355105, -1.040958, -63.341877
1508313483.000000, 48.237775, 16.331760, 5343586.000000, 598884.937500, 296.899994, -0.348390, -1.051358, -63.425995
1508313484.000000, 48.237768, 16.331757, 5343585.000000, 598884.750000, 297.500000, -0.382566, -1.043120, -63.342327
1508313485.000000, 48.237763, 16.331755, 5343584.500000, 598884.625000, 298.100006, -0.413930, -1.030871, -63.136795
1508313486.000000, 48.237753, 16.331762, 5343583.500000, 598885.125000, 298.799988, -0.388745, -1.028312, -63.122498
1508313487.000000, 48.237750, 16.331768, 5343583.000000, 598885.625000, 299.500000, -0.356919, -1.047318, -63.145370
1508313488.000000, 48.237750, 16.331768, 5343583.000000, 598885.625000, 299.899994, -0.373603, -1.047725, -63.355919
1508313489.000000, 48.237745, 16.331770, 5343582.500000, 598885.750000, 300.399994, -0.429597, -1.013473, -63.180183
1508313490.000000, 48.237735, 16.331765, 5343581.500000, 598885.437500, 301.100006, -0.358220, -1.027098, -63.126732
1508313491.000000, 48.237725, 16.331753, 5343580.000000, 598884.562500, 301.700012, -0.388602, -1.029557, -63.135441
1508313492.000000, 48.237717, 16.331752, 5343579.500000, 598884.437500, 302.399994, -0.369259, -1.058516, -63.318012
1508313493.000000, 48.237710, 16.331748, 5343578.500000, 598884.187500, 303.200012, -0.352349, -1.061403, -63.447842
1508313494.000000, 48.237703, 16.331755, 5343578.000000, 598884.750000, 303.899994, -0.377631, -1.022889, -63.325748
1508313495.000000, 48.237692, 16.331757, 5343576.500000, 598884.875000, 304.500000, -0.377256, -1.010415, -63.143402
1508313496.000000, 48.237685, 16.331760, 5343576.000000, 598885.125000, 304.700012, -0.389306, -1.013141, -63.239372
1508313497.000000, 48.237682, 16.331758, 5343575.500000, 598885.000000, 305.000000, -0.380097, -1.032030, -63.250198
1508313498.000000, 48.237680, 16.331763, 5343575.000000, 598885.375000, 305.500000, -0.354873, -1.055673, -63.142521
1508313499.000000, 48.237675, 16.331768, 5343574.500000, 598885.750000, 305.899994, -0.372078, -1.055115, -63.308189
1508313500.000000, 48.237673, 16.331777, 5343574.500000, 598886.375000, 306.200012, -0.358272, -1.045654, -63.139446
1508313501.000000, 48.237670, 16.331768, 5343574.000000, 598885.750000, 306.500000, -0.347636, -1.016068, -63.128239
1508313502.000000, 48.237663, 16.331767, 5343573.500000, 598885.687500, 306.700012, -0.335587, -1.032740, -63.131149
1508313503.000000, 48.237663, 16.331780, 5343573.500000, 598886.687500, 306.899994, -0.331651, -1.038544, -63.378101
1508313504.000000, 48.237658, 16.331792, 5343573.000000, 598887.562500, 307.299988, -0.341980, -1.036165, -63.129025
1508313505.000000, 48.237653, 16.331790, 5343572.500000, 598887.437500, 307.700012, -0.356647, -1.059131, -63.310173
1508313506.000000, 48.237650, 16.331797, 5343572.000000, 598887.937500, 308.200012, -0.336702, -1.016405, -63.129967
1508313507.000000, 48.237652, 16.331815, 5343572.000000, 598889.250000, 308.600006, -0.416322, -0.997416, -63.147697
1508313508.000000, 48.237653, 16.331832, 5343572.500000, 598890.500000, 308.899994, -0.353368, -1.077211, -63.387623
1508313509.000000, 48.237653, 16.331840, 5343572.500000, 598891.125000, 309.299988, -0.387026, -1.058316, -63.328434
1508313510.000000, 48.237648, 16.331840, 5343572.000000, 598891.125000, 309.700012, -0.370629, -1.011498, -63.138577
1508313511.000000, 48.237652, 16.331840, 5343572.000000, 598891.125000, 310.000000, -0.363292, -1.067218, -63.320835
1508313512.000000, 48.237653, 16.331855, 5343572.500000, 598892.250000, 310.100006, -0.289247, -1.053617, -63.374138
1508313513.000000, 48.237652, 16.331855, 5343572.000000, 598892.250000, 310.299988, -0.346146, -1.061440, -63.178276
1508313514.000000, 48.237643, 16.331853, 5343571.500000, 598892.125000, 310.600006, -0.325703, -1.057205, -63.184345
